tech,scenario,region,year,Capacity (GW)
dupv,a1_RE100,p10,2016,0.0615955
dupv,a1_RE100,p10,2018,0.0255
dupv,a1_RE100,p10,2020,0.00225
dupv,a1_RE100,p10,2022,0
dupv,a1_RE100,p10,2024,0
dupv,a1_RE100,p10,2026,0
dupv,a1_RE100,p10,2028,0
dupv,a1_RE100,p10,2030,0
dupv,a1_RE100,p10,2032,0
dupv,a1_RE100,p10,2034,0
dupv,a1_RE100,p10,2036,0.687718023
dupv,a1_RE100,p10,2038,0.922144873
dupv,a1_RE100,p10,2040,1.531226988
dupv,a1_RE100,p10,2042,0.162561554
dupv,a1_RE100,p10,2044,0.521530278
dupv,a1_RE100,p10,2046,0.078564
dupv,a1_RE100,p10,2048,0.0615955
dupv,a1_RE100,p10,2050,0.0255
dupv,a1_RE100,p100,2012,0
dupv,a1_RE100,p100,2014,0
dupv,a1_RE100,p100,2016,0
dupv,a1_RE100,p100,2018,0.00125
dupv,a1_RE100,p100,2020,0
dupv,a1_RE100,p100,2022,0
dupv,a1_RE100,p100,2024,0
dupv,a1_RE100,p100,2026,0
dupv,a1_RE100,p100,2028,0
dupv,a1_RE100,p100,2030,0
dupv,a1_RE100,p100,2032,0
dupv,a1_RE100,p100,2034,0
dupv,a1_RE100,p100,2036,0
dupv,a1_RE100,p100,2038,0
dupv,a1_RE100,p100,2040,0
dupv,a1_RE100,p100,2042,0
dupv,a1_RE100,p100,2044,0
dupv,a1_RE100,p100,2046,0
dupv,a1_RE100,p100,2048,0
dupv,a1_RE100,p100,2050,0
dupv,a1_RE100,p101,2012,0.0039
dupv,a1_RE100,p101,2014,0
dupv,a1_RE100,p101,2016,0.0087
dupv,a1_RE100,p101,2018,0.00655
dupv,a1_RE100,p101,2020,0
dupv,a1_RE100,p101,2022,0
dupv,a1_RE100,p101,2024,0
dupv,a1_RE100,p101,2026,0
dupv,a1_RE100,p101,2028,0
dupv,a1_RE100,p101,2030,0
dupv,a1_RE100,p101,2032,0
dupv,a1_RE100,p101,2034,0
dupv,a1_RE100,p101,2036,0
dupv,a1_RE100,p101,2038,0
dupv,a1_RE100,p101,2040,0
dupv,a1_RE100,p101,2042,0.0006
dupv,a1_RE100,p101,2044,0.0039
dupv,a1_RE100,p101,2046,0
dupv,a1_RE100,p101,2048,4.767999846
dupv,a1_RE100,p101,2050,0.00655
dupv,a1_RE100,p102,2012,0
dupv,a1_RE100,p102,2014,0
dupv,a1_RE100,p102,2016,0.0004
dupv,a1_RE100,p102,2018,0
dupv,a1_RE100,p102,2020,0
dupv,a1_RE100,p102,2022,0
dupv,a1_RE100,p102,2024,0
dupv,a1_RE100,p102,2026,0
dupv,a1_RE100,p102,2028,0
dupv,a1_RE100,p102,2030,0
dupv,a1_RE100,p102,2032,0
dupv,a1_RE100,p102,2034,0
dupv,a1_RE100,p102,2036,0
dupv,a1_RE100,p102,2038,0.958739692
dupv,a1_RE100,p102,2040,0.209443311
dupv,a1_RE100,p102,2042,0
dupv,a1_RE100,p102,2044,0
dupv,a1_RE100,p102,2046,0.076106474
dupv,a1_RE100,p102,2048,0.039237546
dupv,a1_RE100,p102,2050,0.335150761
dupv,a1_RE100,p103,2012,0
dupv,a1_RE100,p103,2014,0
dupv,a1_RE100,p103,2016,0.00345
dupv,a1_RE100,p103,2018,0.00165
dupv,a1_RE100,p103,2020,0
dupv,a1_RE100,p103,2022,0
dupv,a1_RE100,p103,2024,0
dupv,a1_RE100,p103,2026,0
dupv,a1_RE100,p103,2028,0
dupv,a1_RE100,p103,2030,0
dupv,a1_RE100,p103,2032,0
dupv,a1_RE100,p103,2034,0
dupv,a1_RE100,p103,2036,0
dupv,a1_RE100,p103,2038,0
dupv,a1_RE100,p103,2040,0
dupv,a1_RE100,p103,2042,0.01070175
dupv,a1_RE100,p103,2044,0
dupv,a1_RE100,p103,2046,0
dupv,a1_RE100,p103,2048,0
dupv,a1_RE100,p103,2050,0
dupv,a1_RE100,p104,2012,0
dupv,a1_RE100,p104,2014,0
dupv,a1_RE100,p104,2016,0.0028
dupv,a1_RE100,p104,2018,0
dupv,a1_RE100,p104,2020,0
dupv,a1_RE100,p104,2022,0
dupv,a1_RE100,p104,2024,0
dupv,a1_RE100,p104,2026,0
dupv,a1_RE100,p104,2028,0
dupv,a1_RE100,p104,2030,0
dupv,a1_RE100,p104,2032,0
dupv,a1_RE100,p104,2034,0
dupv,a1_RE100,p104,2036,0
dupv,a1_RE100,p104,2038,0
dupv,a1_RE100,p104,2040,0
dupv,a1_RE100,p104,2042,0
dupv,a1_RE100,p104,2044,0
dupv,a1_RE100,p104,2046,0
dupv,a1_RE100,p104,2048,0
dupv,a1_RE100,p104,2050,0
dupv,a1_RE100,p105,2012,0.00375
dupv,a1_RE100,p105,2014,0.003
dupv,a1_RE100,p105,2016,0.00925
dupv,a1_RE100,p105,2018,0.0034
dupv,a1_RE100,p105,2020,0.0071
dupv,a1_RE100,p105,2022,0
dupv,a1_RE100,p105,2024,0
dupv,a1_RE100,p105,2026,0
dupv,a1_RE100,p105,2028,0
dupv,a1_RE100,p105,2030,0
dupv,a1_RE100,p105,2032,0
dupv,a1_RE100,p105,2034,0
dupv,a1_RE100,p105,2036,0
dupv,a1_RE100,p105,2038,0
dupv,a1_RE100,p105,2040,0
dupv,a1_RE100,p105,2042,0
dupv,a1_RE100,p105,2044,0
dupv,a1_RE100,p105,2046,0
dupv,a1_RE100,p105,2048,0
dupv,a1_RE100,p105,2050,0
dupv,a1_RE100,p106,2012,0.001
dupv,a1_RE100,p106,2014,0.011914
dupv,a1_RE100,p106,2016,0.0064
dupv,a1_RE100,p106,2018,0
dupv,a1_RE100,p106,2020,0
dupv,a1_RE100,p106,2022,0
dupv,a1_RE100,p106,2024,0
dupv,a1_RE100,p106,2026,0
dupv,a1_RE100,p106,2028,0
dupv,a1_RE100,p106,2030,0
dupv,a1_RE100,p106,2032,0
dupv,a1_RE100,p106,2034,0
dupv,a1_RE100,p106,2036,0
dupv,a1_RE100,p106,2038,0
dupv,a1_RE100,p106,2040,0
dupv,a1_RE100,p106,2042,0
dupv,a1_RE100,p106,2044,0
dupv,a1_RE100,p106,2046,0
dupv,a1_RE100,p106,2048,0
dupv,a1_RE100,p106,2050,0
dupv,a1_RE100,p107,2012,0
dupv,a1_RE100,p107,2014,0.0005
dupv,a1_RE100,p107,2016,0.00735
dupv,a1_RE100,p107,2018,0.00565
dupv,a1_RE100,p107,2020,0.0021
dupv,a1_RE100,p107,2022,0
dupv,a1_RE100,p107,2024,0
dupv,a1_RE100,p107,2026,0
dupv,a1_RE100,p107,2028,0
dupv,a1_RE100,p107,2030,0
dupv,a1_RE100,p107,2032,0
dupv,a1_RE100,p107,2034,0
dupv,a1_RE100,p107,2036,0
dupv,a1_RE100,p107,2038,0
dupv,a1_RE100,p107,2040,0
dupv,a1_RE100,p107,2042,0
dupv,a1_RE100,p107,2044,0
dupv,a1_RE100,p107,2046,0
dupv,a1_RE100,p107,2048,0
dupv,a1_RE100,p107,2050,0
dupv,a1_RE100,p108,2012,0
dupv,a1_RE100,p108,2014,0
dupv,a1_RE100,p108,2016,0
dupv,a1_RE100,p108,2018,0
dupv,a1_RE100,p108,2020,0
dupv,a1_RE100,p108,2022,0
dupv,a1_RE100,p108,2024,0
dupv,a1_RE100,p108,2026,0
dupv,a1_RE100,p108,2028,0
dupv,a1_RE100,p108,2030,0
dupv,a1_RE100,p108,2032,0
dupv,a1_RE100,p108,2034,0
dupv,a1_RE100,p108,2036,0
dupv,a1_RE100,p108,2038,0
dupv,a1_RE100,p108,2040,0
dupv,a1_RE100,p108,2042,0
dupv,a1_RE100,p108,2044,0
dupv,a1_RE100,p108,2046,0
dupv,a1_RE100,p108,2048,0
dupv,a1_RE100,p108,2050,0
dupv,a1_RE100,p109,2012,0
dupv,a1_RE100,p109,2014,0
dupv,a1_RE100,p109,2016,0.00195
dupv,a1_RE100,p109,2018,0.0039
dupv,a1_RE100,p109,2020,0
dupv,a1_RE100,p109,2022,0
dupv,a1_RE100,p109,2024,0
dupv,a1_RE100,p109,2026,0
dupv,a1_RE100,p109,2028,0
dupv,a1_RE100,p109,2030,0
dupv,a1_RE100,p109,2032,0
dupv,a1_RE100,p109,2034,0
dupv,a1_RE100,p109,2036,0
dupv,a1_RE100,p109,2038,0
dupv,a1_RE100,p109,2040,0
dupv,a1_RE100,p109,2042,0
dupv,a1_RE100,p109,2044,0
dupv,a1_RE100,p109,2046,0
dupv,a1_RE100,p109,2048,0
dupv,a1_RE100,p109,2050,0
dupv,a1_RE100,p11,2012,0.00165
dupv,a1_RE100,p11,2014,0.00225
dupv,a1_RE100,p11,2016,0.00625
dupv,a1_RE100,p11,2018,0.0051
dupv,a1_RE100,p11,2020,0
dupv,a1_RE100,p11,2022,0
dupv,a1_RE100,p11,2024,0
dupv,a1_RE100,p11,2026,0
dupv,a1_RE100,p11,2028,0
dupv,a1_RE100,p11,2030,0
dupv,a1_RE100,p11,2032,0
dupv,a1_RE100,p11,2034,0.079528784
dupv,a1_RE100,p11,2036,0
dupv,a1_RE100,p11,2038,0
dupv,a1_RE100,p11,2040,0
dupv,a1_RE100,p11,2042,0
dupv,a1_RE100,p11,2044,2.39E-06
dupv,a1_RE100,p11,2046,0
dupv,a1_RE100,p11,2048,0
dupv,a1_RE100,p11,2050,0.015247611
dupv,a1_RE100,p110,2012,0
dupv,a1_RE100,p110,2014,0
dupv,a1_RE100,p110,2016,0
dupv,a1_RE100,p110,2018,0
dupv,a1_RE100,p110,2020,0
dupv,a1_RE100,p110,2022,0
dupv,a1_RE100,p110,2024,0
dupv,a1_RE100,p110,2026,0
dupv,a1_RE100,p110,2028,0
dupv,a1_RE100,p110,2030,0
dupv,a1_RE100,p110,2032,0.083854126
dupv,a1_RE100,p110,2034,0.008460951
dupv,a1_RE100,p110,2036,0
dupv,a1_RE100,p110,2038,0
dupv,a1_RE100,p110,2040,0
dupv,a1_RE100,p110,2042,0
dupv,a1_RE100,p110,2044,0
dupv,a1_RE100,p110,2046,0
dupv,a1_RE100,p110,2048,0
dupv,a1_RE100,p110,2050,0
dupv,a1_RE100,p111,2012,0
dupv,a1_RE100,p111,2014,0.0013
dupv,a1_RE100,p111,2016,0.00245
dupv,a1_RE100,p111,2018,0.0028
dupv,a1_RE100,p111,2020,0
dupv,a1_RE100,p111,2022,0
dupv,a1_RE100,p111,2024,0
dupv,a1_RE100,p111,2026,0
dupv,a1_RE100,p111,2028,0
dupv,a1_RE100,p111,2030,0
dupv,a1_RE100,p111,2032,0
dupv,a1_RE100,p111,2034,0
dupv,a1_RE100,p111,2036,0
dupv,a1_RE100,p111,2038,0
dupv,a1_RE100,p111,2040,0
dupv,a1_RE100,p111,2042,0.828771846
dupv,a1_RE100,p111,2044,0.24347847
dupv,a1_RE100,p111,2046,0.09334514
dupv,a1_RE100,p111,2048,0
dupv,a1_RE100,p111,2050,0
dupv,a1_RE100,p112,2012,0.00465
dupv,a1_RE100,p112,2014,0
dupv,a1_RE100,p112,2016,0.00235
dupv,a1_RE100,p112,2018,0.0043
dupv,a1_RE100,p112,2020,0
dupv,a1_RE100,p112,2022,0
dupv,a1_RE100,p112,2024,0
dupv,a1_RE100,p112,2026,0
dupv,a1_RE100,p112,2028,0
dupv,a1_RE100,p112,2030,0
dupv,a1_RE100,p112,2032,0
dupv,a1_RE100,p112,2034,0
dupv,a1_RE100,p112,2036,0
dupv,a1_RE100,p112,2038,0
dupv,a1_RE100,p112,2040,0
dupv,a1_RE100,p112,2042,0
dupv,a1_RE100,p112,2044,0
dupv,a1_RE100,p112,2046,0
dupv,a1_RE100,p112,2048,0
dupv,a1_RE100,p112,2050,0
dupv,a1_RE100,p113,2012,0.00075
dupv,a1_RE100,p113,2014,0.0009
dupv,a1_RE100,p113,2016,0
dupv,a1_RE100,p113,2018,0.0009
dupv,a1_RE100,p113,2020,0
dupv,a1_RE100,p113,2022,0
dupv,a1_RE100,p113,2024,0
dupv,a1_RE100,p113,2026,0
dupv,a1_RE100,p113,2028,0
dupv,a1_RE100,p113,2030,0
dupv,a1_RE100,p113,2032,0
dupv,a1_RE100,p113,2034,0
dupv,a1_RE100,p113,2036,0
dupv,a1_RE100,p113,2038,0
dupv,a1_RE100,p113,2040,0
dupv,a1_RE100,p113,2042,0
dupv,a1_RE100,p113,2044,0
dupv,a1_RE100,p113,2046,0
dupv,a1_RE100,p113,2048,0
dupv,a1_RE100,p113,2050,0
dupv,a1_RE100,p114,2012,0
dupv,a1_RE100,p114,2014,0
dupv,a1_RE100,p114,2016,0
dupv,a1_RE100,p114,2018,0
dupv,a1_RE100,p114,2020,0
dupv,a1_RE100,p114,2022,0
dupv,a1_RE100,p114,2024,0
dupv,a1_RE100,p114,2026,0
dupv,a1_RE100,p114,2028,0
dupv,a1_RE100,p114,2030,0
dupv,a1_RE100,p114,2032,0
dupv,a1_RE100,p114,2034,0
dupv,a1_RE100,p114,2036,0
dupv,a1_RE100,p114,2038,0
dupv,a1_RE100,p114,2040,0
dupv,a1_RE100,p114,2042,0
dupv,a1_RE100,p114,2044,0
dupv,a1_RE100,p114,2046,0
dupv,a1_RE100,p114,2048,0
dupv,a1_RE100,p114,2050,0
dupv,a1_RE100,p115,2012,0.00065
dupv,a1_RE100,p115,2014,0
dupv,a1_RE100,p115,2016,0
dupv,a1_RE100,p115,2018,0
dupv,a1_RE100,p115,2020,0
dupv,a1_RE100,p115,2022,0
dupv,a1_RE100,p115,2024,0
dupv,a1_RE100,p115,2026,0
dupv,a1_RE100,p115,2028,0
dupv,a1_RE100,p115,2030,0
dupv,a1_RE100,p115,2032,0
dupv,a1_RE100,p115,2034,0
dupv,a1_RE100,p115,2036,0
dupv,a1_RE100,p115,2038,0
dupv,a1_RE100,p115,2040,0
dupv,a1_RE100,p115,2042,0
dupv,a1_RE100,p115,2044,0
dupv,a1_RE100,p115,2046,0
dupv,a1_RE100,p115,2048,0
dupv,a1_RE100,p115,2050,0
dupv,a1_RE100,p116,2012,0
dupv,a1_RE100,p116,2014,0
dupv,a1_RE100,p116,2016,0
dupv,a1_RE100,p116,2018,0
dupv,a1_RE100,p116,2020,0
dupv,a1_RE100,p116,2022,0
dupv,a1_RE100,p116,2024,0
dupv,a1_RE100,p116,2026,0
dupv,a1_RE100,p116,2028,0
dupv,a1_RE100,p116,2030,0
dupv,a1_RE100,p116,2032,0
dupv,a1_RE100,p116,2034,0
dupv,a1_RE100,p116,2036,0
dupv,a1_RE100,p116,2038,0
dupv,a1_RE100,p116,2040,0
dupv,a1_RE100,p116,2042,0
dupv,a1_RE100,p116,2044,0
dupv,a1_RE100,p116,2046,0
dupv,a1_RE100,p116,2048,0
dupv,a1_RE100,p116,2050,0
dupv,a1_RE100,p117,2012,0
dupv,a1_RE100,p117,2014,0
dupv,a1_RE100,p117,2016,0
dupv,a1_RE100,p117,2018,0
dupv,a1_RE100,p117,2020,0
dupv,a1_RE100,p117,2022,0
dupv,a1_RE100,p117,2024,0
dupv,a1_RE100,p117,2026,0
dupv,a1_RE100,p117,2028,0
dupv,a1_RE100,p117,2030,0
dupv,a1_RE100,p117,2032,0
dupv,a1_RE100,p117,2034,0
dupv,a1_RE100,p117,2036,0
dupv,a1_RE100,p117,2038,0
dupv,a1_RE100,p117,2040,0
dupv,a1_RE100,p117,2042,0
dupv,a1_RE100,p117,2044,0
dupv,a1_RE100,p117,2046,0
dupv,a1_RE100,p117,2048,0
dupv,a1_RE100,p117,2050,0
dupv,a1_RE100,p118,2012,0
dupv,a1_RE100,p118,2014,0
dupv,a1_RE100,p118,2016,0
dupv,a1_RE100,p118,2018,0.0015
dupv,a1_RE100,p118,2020,0
dupv,a1_RE100,p118,2022,0
dupv,a1_RE100,p118,2024,0
dupv,a1_RE100,p118,2026,0
dupv,a1_RE100,p118,2028,0
dupv,a1_RE100,p118,2030,0
dupv,a1_RE100,p118,2032,0
dupv,a1_RE100,p118,2034,0
dupv,a1_RE100,p118,2036,0
dupv,a1_RE100,p118,2038,0
dupv,a1_RE100,p118,2040,0
dupv,a1_RE100,p118,2042,0
dupv,a1_RE100,p118,2044,0
dupv,a1_RE100,p118,2046,0
dupv,a1_RE100,p118,2048,0
dupv,a1_RE100,p118,2050,0
dupv,a1_RE100,p119,2012,0
dupv,a1_RE100,p119,2014,0
dupv,a1_RE100,p119,2016,0
dupv,a1_RE100,p119,2018,0.00075
dupv,a1_RE100,p119,2020,0
dupv,a1_RE100,p119,2022,0
dupv,a1_RE100,p119,2024,0
dupv,a1_RE100,p119,2026,0
dupv,a1_RE100,p119,2028,0
dupv,a1_RE100,p119,2030,0
dupv,a1_RE100,p119,2032,0
dupv,a1_RE100,p119,2034,0
dupv,a1_RE100,p119,2036,0
dupv,a1_RE100,p119,2038,0
dupv,a1_RE100,p119,2040,0
dupv,a1_RE100,p119,2042,0
dupv,a1_RE100,p119,2044,0
dupv,a1_RE100,p119,2046,0
dupv,a1_RE100,p119,2048,0
dupv,a1_RE100,p119,2050,0
dupv,a1_RE100,p12,2012,0
dupv,a1_RE100,p12,2014,0
dupv,a1_RE100,p12,2016,0
dupv,a1_RE100,p12,2018,0
dupv,a1_RE100,p12,2020,0
dupv,a1_RE100,p12,2022,0
dupv,a1_RE100,p12,2024,0
dupv,a1_RE100,p12,2026,0
dupv,a1_RE100,p12,2028,0
dupv,a1_RE100,p12,2030,0
dupv,a1_RE100,p12,2032,0
dupv,a1_RE100,p12,2034,0
dupv,a1_RE100,p12,2036,0.004486154
dupv,a1_RE100,p12,2038,0.001004515
dupv,a1_RE100,p12,2040,0.000191792
dupv,a1_RE100,p12,2042,0
dupv,a1_RE100,p12,2044,0
dupv,a1_RE100,p12,2046,0
dupv,a1_RE100,p12,2048,0
dupv,a1_RE100,p12,2050,0
dupv,a1_RE100,p120,2012,0
dupv,a1_RE100,p120,2014,0
dupv,a1_RE100,p120,2016,0
dupv,a1_RE100,p120,2018,0
dupv,a1_RE100,p120,2020,0
dupv,a1_RE100,p120,2022,0
dupv,a1_RE100,p120,2024,0
dupv,a1_RE100,p120,2026,0
dupv,a1_RE100,p120,2028,0
dupv,a1_RE100,p120,2030,0
dupv,a1_RE100,p120,2032,0
dupv,a1_RE100,p120,2034,0
dupv,a1_RE100,p120,2036,0
dupv,a1_RE100,p120,2038,0
dupv,a1_RE100,p120,2040,0
dupv,a1_RE100,p120,2042,0
dupv,a1_RE100,p120,2044,0
dupv,a1_RE100,p120,2046,0
dupv,a1_RE100,p120,2048,0
dupv,a1_RE100,p120,2050,0
dupv,a1_RE100,p121,2012,0
dupv,a1_RE100,p121,2014,0.00085
dupv,a1_RE100,p121,2016,0.00055
dupv,a1_RE100,p121,2018,0.0006
dupv,a1_RE100,p121,2020,0
dupv,a1_RE100,p121,2022,0
dupv,a1_RE100,p121,2024,0
dupv,a1_RE100,p121,2026,0
dupv,a1_RE100,p121,2028,0
dupv,a1_RE100,p121,2030,0
dupv,a1_RE100,p121,2032,0
dupv,a1_RE100,p121,2034,0
dupv,a1_RE100,p121,2036,0
dupv,a1_RE100,p121,2038,0
dupv,a1_RE100,p121,2040,0
dupv,a1_RE100,p121,2042,0
dupv,a1_RE100,p121,2044,0
dupv,a1_RE100,p121,2046,0
dupv,a1_RE100,p121,2048,0
dupv,a1_RE100,p121,2050,0
dupv,a1_RE100,p122,2012,0.0059
dupv,a1_RE100,p122,2014,0.00145
dupv,a1_RE100,p122,2016,0.001
dupv,a1_RE100,p122,2018,0.0015
dupv,a1_RE100,p122,2020,0.0033
dupv,a1_RE100,p122,2022,0
dupv,a1_RE100,p122,2024,0
dupv,a1_RE100,p122,2026,0
dupv,a1_RE100,p122,2028,0
dupv,a1_RE100,p122,2030,0
dupv,a1_RE100,p122,2032,0
dupv,a1_RE100,p122,2034,0
dupv,a1_RE100,p122,2036,0
dupv,a1_RE100,p122,2038,0
dupv,a1_RE100,p122,2040,0
dupv,a1_RE100,p122,2042,0
dupv,a1_RE100,p122,2044,0
dupv,a1_RE100,p122,2046,0
dupv,a1_RE100,p122,2048,0
dupv,a1_RE100,p122,2050,0
dupv,a1_RE100,p123,2012,0.00495
dupv,a1_RE100,p123,2014,0.00435
dupv,a1_RE100,p123,2016,0.0168
dupv,a1_RE100,p123,2018,0.00885
dupv,a1_RE100,p123,2020,0.0049
dupv,a1_RE100,p123,2022,0
dupv,a1_RE100,p123,2024,0
dupv,a1_RE100,p123,2026,0
dupv,a1_RE100,p123,2028,0
dupv,a1_RE100,p123,2030,0
dupv,a1_RE100,p123,2032,0
dupv,a1_RE100,p123,2034,0
dupv,a1_RE100,p123,2036,0
dupv,a1_RE100,p123,2038,0
dupv,a1_RE100,p123,2040,0
dupv,a1_RE100,p123,2042,0
dupv,a1_RE100,p123,2044,0
dupv,a1_RE100,p123,2046,0
dupv,a1_RE100,p123,2048,0
dupv,a1_RE100,p123,2050,0
dupv,a1_RE100,p124,2012,0
dupv,a1_RE100,p124,2014,0
dupv,a1_RE100,p124,2016,0
dupv,a1_RE100,p124,2018,0
dupv,a1_RE100,p124,2020,0
dupv,a1_RE100,p124,2022,0
dupv,a1_RE100,p124,2024,0
dupv,a1_RE100,p124,2026,0
dupv,a1_RE100,p124,2028,0
dupv,a1_RE100,p124,2030,0
dupv,a1_RE100,p124,2032,0
dupv,a1_RE100,p124,2034,0
dupv,a1_RE100,p124,2036,0
dupv,a1_RE100,p124,2038,0
dupv,a1_RE100,p124,2040,0
dupv,a1_RE100,p124,2042,0
dupv,a1_RE100,p124,2044,0
dupv,a1_RE100,p124,2046,0
dupv,a1_RE100,p124,2048,0
dupv,a1_RE100,p124,2050,0
dupv,a1_RE100,p125,2012,0.00125
dupv,a1_RE100,p125,2014,0.00195
dupv,a1_RE100,p125,2016,0.0006
dupv,a1_RE100,p125,2018,0.0017
dupv,a1_RE100,p125,2020,0
dupv,a1_RE100,p125,2022,0
dupv,a1_RE100,p125,2024,0
dupv,a1_RE100,p125,2026,0
dupv,a1_RE100,p125,2028,0
dupv,a1_RE100,p125,2030,0
dupv,a1_RE100,p125,2032,0
dupv,a1_RE100,p125,2034,0
dupv,a1_RE100,p125,2036,0
dupv,a1_RE100,p125,2038,0
dupv,a1_RE100,p125,2040,0
dupv,a1_RE100,p125,2042,0
dupv,a1_RE100,p125,2044,0
dupv,a1_RE100,p125,2046,0
dupv,a1_RE100,p125,2048,0
dupv,a1_RE100,p125,2050,0
dupv,a1_RE100,p126,2012,0.06475
dupv,a1_RE100,p126,2014,0.0239
dupv,a1_RE100,p126,2016,0.03455
dupv,a1_RE100,p126,2018,0.01165
dupv,a1_RE100,p126,2020,0.00685
dupv,a1_RE100,p126,2022,0
dupv,a1_RE100,p126,2024,0
dupv,a1_RE100,p126,2026,0
dupv,a1_RE100,p126,2028,0
dupv,a1_RE100,p126,2030,0
dupv,a1_RE100,p126,2032,0
dupv,a1_RE100,p126,2034,0
dupv,a1_RE100,p126,2036,0
dupv,a1_RE100,p126,2038,0
dupv,a1_RE100,p126,2040,0
dupv,a1_RE100,p126,2042,0
dupv,a1_RE100,p126,2044,0
dupv,a1_RE100,p126,2046,0
dupv,a1_RE100,p126,2048,0
dupv,a1_RE100,p126,2050,0
dupv,a1_RE100,p127,2012,0
dupv,a1_RE100,p127,2014,0.0057
dupv,a1_RE100,p127,2016,0.02025
dupv,a1_RE100,p127,2018,0.0548
dupv,a1_RE100,p127,2020,0.0539
dupv,a1_RE100,p127,2022,0
dupv,a1_RE100,p127,2024,0
dupv,a1_RE100,p127,2026,0
dupv,a1_RE100,p127,2028,0
dupv,a1_RE100,p127,2030,0
dupv,a1_RE100,p127,2032,0
dupv,a1_RE100,p127,2034,0
dupv,a1_RE100,p127,2036,0
dupv,a1_RE100,p127,2038,0
dupv,a1_RE100,p127,2040,0
dupv,a1_RE100,p127,2042,0
dupv,a1_RE100,p127,2044,0.087564154
dupv,a1_RE100,p127,2046,0.0057
dupv,a1_RE100,p127,2048,0
dupv,a1_RE100,p127,2050,0
dupv,a1_RE100,p128,2012,0.006
dupv,a1_RE100,p128,2014,0
dupv,a1_RE100,p128,2016,0.00445
dupv,a1_RE100,p128,2018,0.00325
dupv,a1_RE100,p128,2020,0.002
dupv,a1_RE100,p128,2022,0
dupv,a1_RE100,p128,2024,0
dupv,a1_RE100,p128,2026,0
dupv,a1_RE100,p128,2028,0
dupv,a1_RE100,p128,2030,0
dupv,a1_RE100,p128,2032,0
dupv,a1_RE100,p128,2034,0
dupv,a1_RE100,p128,2036,0
dupv,a1_RE100,p128,2038,0
dupv,a1_RE100,p128,2040,0
dupv,a1_RE100,p128,2042,0
dupv,a1_RE100,p128,2044,0
dupv,a1_RE100,p128,2046,0
dupv,a1_RE100,p128,2048,0
dupv,a1_RE100,p128,2050,0
dupv,a1_RE100,p129,2012,0.00465
dupv,a1_RE100,p129,2014,0.0133
dupv,a1_RE100,p129,2016,0.0108
dupv,a1_RE100,p129,2018,0.0042
dupv,a1_RE100,p129,2020,0.00585
dupv,a1_RE100,p129,2022,0
dupv,a1_RE100,p129,2024,0
dupv,a1_RE100,p129,2026,0
dupv,a1_RE100,p129,2028,0
dupv,a1_RE100,p129,2030,0
dupv,a1_RE100,p129,2032,0
dupv,a1_RE100,p129,2034,0
dupv,a1_RE100,p129,2036,0
dupv,a1_RE100,p129,2038,0
dupv,a1_RE100,p129,2040,0
dupv,a1_RE100,p129,2042,0
dupv,a1_RE100,p129,2044,0
dupv,a1_RE100,p129,2046,0
dupv,a1_RE100,p129,2048,0
dupv,a1_RE100,p129,2050,0
dupv,a1_RE100,p13,2012,0
dupv,a1_RE100,p13,2014,0.00165
dupv,a1_RE100,p13,2016,0.00075
dupv,a1_RE100,p13,2018,0.00155
dupv,a1_RE100,p13,2020,0.00375
dupv,a1_RE100,p13,2022,0
dupv,a1_RE100,p13,2024,0
dupv,a1_RE100,p13,2026,0
dupv,a1_RE100,p13,2028,0
dupv,a1_RE100,p13,2030,0
dupv,a1_RE100,p13,2032,0
dupv,a1_RE100,p13,2034,0
dupv,a1_RE100,p13,2036,0
dupv,a1_RE100,p13,2038,0
dupv,a1_RE100,p13,2040,0
dupv,a1_RE100,p13,2042,0
dupv,a1_RE100,p13,2044,0
dupv,a1_RE100,p13,2046,0
dupv,a1_RE100,p13,2048,0
dupv,a1_RE100,p13,2050,0
dupv,a1_RE100,p130,2012,0
dupv,a1_RE100,p130,2014,0
dupv,a1_RE100,p130,2016,0
dupv,a1_RE100,p130,2018,0
dupv,a1_RE100,p130,2020,0
dupv,a1_RE100,p130,2022,0
dupv,a1_RE100,p130,2024,0
dupv,a1_RE100,p130,2026,0
dupv,a1_RE100,p130,2028,0
dupv,a1_RE100,p130,2030,0
dupv,a1_RE100,p130,2032,0
dupv,a1_RE100,p130,2034,0
dupv,a1_RE100,p130,2036,0
dupv,a1_RE100,p130,2038,0
dupv,a1_RE100,p130,2040,0
dupv,a1_RE100,p130,2042,0
dupv,a1_RE100,p130,2044,0
dupv,a1_RE100,p130,2046,0
dupv,a1_RE100,p130,2048,0
dupv,a1_RE100,p130,2050,0
dupv,a1_RE100,p131,2012,0.02635
dupv,a1_RE100,p131,2014,0.11015
dupv,a1_RE100,p131,2016,0.0716
dupv,a1_RE100,p131,2018,0.1048
dupv,a1_RE100,p131,2020,0.02395
dupv,a1_RE100,p131,2022,0
dupv,a1_RE100,p131,2024,0
dupv,a1_RE100,p131,2026,0
dupv,a1_RE100,p131,2028,0
dupv,a1_RE100,p131,2030,0
dupv,a1_RE100,p131,2032,0
dupv,a1_RE100,p131,2034,0
dupv,a1_RE100,p131,2036,0
dupv,a1_RE100,p131,2038,0
dupv,a1_RE100,p131,2040,0
dupv,a1_RE100,p131,2042,0
dupv,a1_RE100,p131,2044,0
dupv,a1_RE100,p131,2046,0
