@states,@scenario|Module Composition Scenario,@timeseries|Year,@value|NewInstalledCapacity|PV#MW,@value|CumulativeNewInstalledCapacity|PV#MW,@value|InstalledCapacity|PV#MW,@value|CumulativeEOLMaterial|Module#MetricTonnes
AR,Bifacial,2027,660.08367,791.5514687,791.6633885,1.669804667
AR,Bifacial,2028,660.08367,1451.635139,1451.253185,3.855093933
AR,Bifacial,2029,504.1724517,1955.80759,1950.920769,8.239187357
AR,Bifacial,2030,504.1724517,2459.980042,2447.918197,16.51255539
AR,Bifacial,2031,57.76260017,2517.742642,2493.995853,31.33701576
AR,Bifacial,2032,57.76260017,2575.505242,2539.332648,56.73519119
AR,Bifacial,2033,113.5795495,2689.084792,2640.203408,98.55488567
AR,Bifacial,2034,113.5795495,2802.664341,2740.176749,164.9698079
AR,Bifacial,2035,165.0912502,2967.755592,2890.749704,266.922107
AR,Bifacial,2036,165.0912502,3132.846842,3039.741052,418.3195582
AR,Bifacial,2037,155.6137498,3288.460592,3177.313145,635.6664341
AR,Bifacial,2038,155.6137498,3444.074341,3312.726271,936.6523752
AR,Bifacial,2039,137.1015997,3581.175941,3427.139555,1337.127065
AR,Bifacial,2040,137.1015997,3718.277541,3539.080901,1846.031633
AR,Bifacial,2041,109.3584509,3827.635992,3620.813505,2458.534032
AR,Bifacial,2042,109.3584509,3936.994443,3700.768619,3149.095385
AR,Bifacial,2043,94.809,4031.803443,3765.230081,3868.28774
AR,Bifacial,2044,94.809,4126.612443,3830.034436,4548.541591
AR,Bifacial,2045,79.84304966,4206.455492,3881.329139,5121.925643
AR,Bifacial,2046,79.84304966,4286.298542,3934.918799,5545.52144
AR,Bifacial,2047,690.0657004,4976.364242,4603.451556,5820.310928
AR,Bifacial,2048,690.0657004,5666.429943,5270.187527,6039.215264
AR,Bifacial,2049,2891.313348,8557.743291,8145.936567,6121.632625
AR,Bifacial,2050,2891.313348,11449.05664,11008.97056,6235.830275
AZ,Bifacial,2018,3032.21146,3032.21146,3048.69087,0
AZ,Bifacial,2019,117.9460004,3150.15746,3150.771762,3.02E-06
AZ,Bifacial,2020,117.9460004,3268.103461,3259.589192,0.000481166
AZ,Bifacial,2021,1572.6326,4840.736061,4829.742471,0.009749302
AZ,Bifacial,2022,1572.6326,6413.368661,6392.224142,0.085794476
AZ,Bifacial,2023,73.88030034,6487.248961,6441.259058,0.475200253
AZ,Bifacial,2024,73.88030034,6561.129261,6489.498109,1.954716456
AZ,Bifacial,2025,68.57119924,6629.700461,6532.088741,6.529418841
AZ,Bifacial,2026,68.57119924,6698.27166,6574.307832,18.69480988
AZ,Bifacial,2027,459.5604557,7157.832116,7008.704457,47.5281687
AZ,Bifacial,2028,459.5604557,7617.392571,7440.534859,109.9348291
AZ,Bifacial,2029,228.4531907,7845.845762,7636.945416,235.4314138
AZ,Bifacial,2030,228.4531907,8074.298953,7830.194136,472.8845678
AZ,Bifacial,2031,305.202625,8379.501578,8096.149098,899.6059991
AZ,Bifacial,2032,305.202625,8684.704203,8355.338542,1633.064594
AZ,Bifacial,2033,390.0820646,9074.786267,8689.938307,2845.09116
AZ,Bifacial,2034,390.0820646,9464.868332,9010.131857,4777.620117
AZ,Bifacial,2035,300.0133722,9764.881704,9219.73733,7757.448676
AZ,Bifacial,2036,300.0133722,10064.89508,9402.322206,12204.87833
AZ,Bifacial,2037,625.5171865,10690.41226,9876.103997,18627.29257
AZ,Bifacial,2038,625.5171865,11315.92945,10303.33892,27584.26885
AZ,Bifacial,2039,766.9235809,12082.85303,10816.79597,39607.93293
AZ,Bifacial,2040,766.9235809,12849.77661,11267.91842,55066.0502
AZ,Bifacial,2041,1930.511499,14780.28811,12825.12796,73974.12053
AZ,Bifacial,2042,1930.511499,16710.79961,14324.89929,95804.19612
AZ,Bifacial,2043,1966.737537,18677.53715,15822.94581,119396.9685
AZ,Bifacial,2044,1966.737537,20644.27468,17311.03475,143121.5811
AZ,Bifacial,2045,2207.045313,22851.32,19058.02742,165367.5769
AZ,Bifacial,2046,2207.045313,25058.36531,20836.80761,185236.4715
AZ,Bifacial,2047,32.08239975,25090.44771,20458.13742,203020.835
AZ,Bifacial,2048,32.08239975,25122.53011,20067.88887,221450.3731
AZ,Bifacial,2049,32.93580043,25155.46591,19710.46189,238103.2699
AZ,Bifacial,2050,32.93580043,25188.40171,19319.34814,256873.947
CA,Bifacial,2018,18510.96255,18510.96255,18611.56561,0
CA,Bifacial,2019,909.3588997,19420.32145,19425.05769,1.84E-05
CA,Bifacial,2020,909.3588997,20329.68035,20278.63749,0.002937594
CA,Bifacial,2021,7324.234805,27653.91515,27575.3396,0.059546716
CA,Bifacial,2022,7324.234805,34978.14996,34836.33105,0.524351635
CA,Bifacial,2023,326.5155996,35304.66556,35031.12896,2.906223817
CA,Bifacial,2024,326.5155996,35631.18116,35222.32443,11.96198426
CA,Bifacial,2025,2133.518702,37764.69986,37227.21157,39.97848649
CA,Bifacial,2026,2133.518702,39898.21856,39222.00748,114.5155939
CA,Bifacial,2027,4263.911158,44162.12972,43344.63723,291.2344387
CA,Bifacial,2028,4263.911158,48426.04088,47444.08608,673.7983426
CA,Bifacial,2029,4371.499458,52797.54034,51624.02878,1443.167804
CA,Bifacial,2030,4371.499458,57169.03979,55770.72281,2898.819166
CA,Bifacial,2031,3120.055315,60289.09511,58619.02991,5514.288208
CA,Bifacial,2032,3120.055315,63409.15042,61418.56384,10008.55776
CA,Bifacial,2033,1186.353594,64595.50402,62209.99767,17432.4185
CA,Bifacial,2034,1186.353594,65781.85761,62917.69625,29263.80147
CA,Bifacial,2035,1194.339475,66976.19709,63516.56133,47496.45022
CA,Bifacial,2036,1194.339475,68170.53656,63954.32453,74690.20619
CA,Bifacial,2037,1163.882046,69334.41861,64147.47597,113927.7389
CA,Bifacial,2038,1163.882046,70498.30065,64069.07092,168595.1316
CA,Bifacial,2039,2721.188886,73219.48954,65229.19829,241885.8992
CA,Bifacial,2040,2721.188886,75940.67843,66022.77832,335951.1671
CA,Bifacial,2041,3349.743509,79290.42194,67083.38884,450734.0218
CA,Bifacial,2042,3349.743509,82640.16544,67839.89607,582781.1009
CA,Bifacial,2043,1784.296819,84424.46226,66849.96486,724687.6278
CA,Bifacial,2044,1784.296819,86208.75908,65871.59648,866069.4669
CA,Bifacial,2045,2343.539791,88552.29887,65644.5583,996594.8428
CA,Bifacial,2046,2343.539791,90895.83866,65705.38107,1110284.36
CA,Bifacial,2047,1246.952124,92142.79079,64925.3773,1208570.538
CA,Bifacial,2048,1246.952124,93389.74291,64124.97424,1308083.747
CA,Bifacial,2049,915.5203996,94305.26331,63214.40167,1394604.613
CA,Bifacial,2050,915.5203996,95220.78371,62110.40181,1492818.848
CO,Bifacial,2018,968.3433741,968.3433741,973.6061098,0
CO,Bifacial,2019,67.63365043,1035.977025,1036.329283,9.64E-07
CO,Bifacial,2020,67.63365043,1103.610675,1101.039593,0.000153691
CO,Bifacial,2021,55.08424966,1158.694925,1152.954247,0.003118121
CO,Bifacial,2022,55.08424966,1213.779174,1204.604186,0.027492966
CO,Bifacial,2023,38.0298506,1251.809025,1238.856332,0.152584597
CO,Bifacial,2024,38.0298506,1289.838875,1272.919376,0.628810458
CO,Bifacial,2025,47.46229983,1337.301175,1316.26289,2.10378396
CO,Bifacial,2026,47.46229983,1384.763475,1359.34393,6.031221499
CO,Bifacial,2027,464.2279948,1848.99147,1820.704586,15.34783827
CO,Bifacial,2028,464.2279948,2313.219465,2279.801863,35.52146601
CO,Bifacial,2029,1515.088772,3828.308237,3791.643239,76.08950651
CO,Bifacial,2030,1515.088772,5343.397009,5295.967834,152.8153011
CO,Bifacial,2031,59.19824966,5402.595258,5329.561747,290.579805
CO,Bifacial,2032,59.19824966,5461.793508,5360.171942,527.0749681
CO,Bifacial,2033,2078.173883,7539.967391,7415.402254,917.2334977
CO,Bifacial,2034,2078.173883,9618.141274,9457.819829,1538.051958
CO,Bifacial,2035,4606.910971,14225.05225,14023.44326,2492.947271
CO,Bifacial,2036,4606.910971,18831.96322,18560.0835,3913.926642
CO,Bifacial,2037,57.84079983,18889.80402,18495.127,5958.600677
CO,Bifacial,2038,57.84079983,18947.64482,18412.70669,8797.607048
CO,Bifacial,2039,61.89190051,19009.53672,18318.173,12587.05607
CO,Bifacial,2040,61.89190051,19071.42862,18205.92825,17421.82646
CO,Bifacial,2041,51.87889949,19123.30752,18066.59504,23271.65439
CO,Bifacial,2042,51.87889949,19175.18642,17914.24653,29915.54416
CO,Bifacial,2043,56.86032568,19232.04674,17761.67846,36909.51169
CO,Bifacial,2044,56.86032568,19288.90707,17614.55654,43635.82854
CO,Bifacial,2045,52.87764966,19341.78472,17479.66308,49463.82197
CO,Bifacial,2046,52.87764966,19394.66237,17367.89698,53983.28267
CO,Bifacial,2047,49.83889966,19444.50127,17276.23696,57180.82593
CO,Bifacial,2048,49.83889966,19494.34017,17193.68093,59870.9658
CO,Bifacial,2049,49.37310042,19543.71327,17132.01067,61325.23914
CO,Bifacial,2050,49.37310042,19593.08637,17068.4906,62906.1016
CT,Bifacial,2018,1115.456843,1115.456843,1121.519108,0
CT,Bifacial,2019,352.7399757,1468.196819,1470.034006,1.11E-06
CT,Bifacial,2020,352.7399757,1820.936794,1819.332124,0.000177308
CT,Bifacial,2021,136.8721003,1957.808895,1950.722957,0.003634574
CT,Bifacial,2022,136.8721003,2094.680995,2081.435107,0.032534727
CT,Bifacial,2023,101.2936495,2195.974645,2175.743903,0.183368945
CT,Bifacial,2024,101.2936495,2297.268294,2269.553863,0.766442912
CT,Bifacial,2025,98.0288006,2395.297095,2359.584846,2.596708154
CT,Bifacial,2026,98.0288006,2493.325895,2449.099677,7.527395101
CT,Bifacial,2027,178.9742994,2672.300195,2619.335268,19.34400703
CT,Bifacial,2028,178.9742994,2851.274494,2788.505622,45.16308021
CT,Bifacial,2029,226.3368843,3077.611378,3003.911015,97.50499261
CT,Bifacial,2030,226.3368843,3303.948263,3217.409866,197.2264722
CT,Bifacial,2031,202.8590001,3506.807263,3404.809434,377.4920274
CT,Bifacial,2032,202.8590001,3709.666263,3588.900216,688.9058033
CT,Bifacial,2033,106.0366502,3815.702913,3671.165359,1205.764397
CT,Bifacial,2034,106.0366502,3921.739563,3747.414614,2033.040937
CT,Bifacial,2035,20.81734957,3942.556913,3729.669218,3313.046106
CT,Bifacial,2036,20.81734957,3963.374262,3700.679965,5229.587423
CT,Bifacial,2037,361.7496218,4325.123884,3999.020979,8005.780475
CT,Bifacial,2038,361.7496218,4686.873506,4276.68549,11889.64524
CT,Bifacial,2039,65.86617709,4752.739683,4232.2569,17120.11811
CT,Bifacial,2040,65.86617709,4818.60586,4161.289095,23867.22994
CT,Bifacial,2041,90.55566605,4909.161526,4088.764335,32147.51372
CT,Bifacial,2042,90.55566605,4999.717192,3993.974163,41732.87616
CT,Bifacial,2043,0.2618,4999.978992,3795.544707,52097.02451
CT,Bifacial,2044,0.2618,5000.240792,3598.041843,62463.50523
CT,Bifacial,2045,2.844949745,5003.085742,3418.477636,72001.43498
CT,Bifacial,2046,2.844949745,5005.930692,3264.136603,80129.9551
CT,Bifacial,2047,0.62305034,5006.553742,3133.981122,86769.35933
CT,Bifacial,2048,0.62305034,5007.176792,3013.98714,92862.83113
CT,Bifacial,2049,651.3108031,5658.487595,3568.62362,97740.3348
CT,Bifacial,2050,651.3108031,6309.798399,4121.320577,102621.2532
DE,Bifacial,2018,724.008422,724.008422,727.9432504,0
DE,Bifacial,2019,172.9969566,897.0053786,897.9064044,7.21E-07
DE,Bifacial,2020,172.9969566,1070.002335,1068.684505,0.000115031
DE,Bifacial,2021,132.4067766,1202.409112,1198.186224,0.002350387
DE,Bifacial,2022,132.4067766,1334.815888,1327.037345,0.020941178
DE,Bifacial,2023,1152.064367,2486.880255,2479.589996,0.117471158
DE,Bifacial,2024,1152.064367,3638.944622,3626.736145,0.488905385
DE,Bifacial,2025,31.98380026,3670.928423,3643.036129,1.650196466
DE,Bifacial,2026,31.98380026,3702.912223,3658.670078,4.768075333
DE,Bifacial,2027,31.51374958,3734.425972,3673.670006,12.21894182
DE,Bifacial,2028,31.51374958,3765.939722,3688.430458,28.46131783
DE,Bifacial,2029,36.47945043,3802.419173,3707.799185,61.33103188
DE,Bifacial,2030,36.47945043,3838.898623,3726.53525,123.8815433
DE,Bifacial,2031,30.03474975,3868.933373,3737.794988,236.8939771
DE,Bifacial,2032,30.03474975,3898.968122,3747.517258,432.153973
DE,Bifacial,2033,4.13779949,3903.105922,3728.876288,756.5031137
DE,Bifacial,2034,4.13779949,3907.243721,3706.822859,1276.468103
DE,Bifacial,2035,4.070650595,3911.314372,3679.724039,2082.873485
DE,Bifacial,2036,4.070650595,3915.385023,3645.589139,3294.164204
DE,Bifacial,2037,4.54749966,3919.932522,3602.375776,5056.153548
DE,Bifacial,2038,4.54749966,3924.480022,3546.752789,7534.694167
DE,Bifacial,2039,4.04345051,3928.523472,3475.365966,10896.89594
DE,Bifacial,2040,4.04345051,3932.566923,3386.466897,15277.30164
DE,Bifacial,2041,2.3375,3934.904423,3277.499008,20730.08764
DE,Bifacial,2042,2.3375,3937.241923,3151.596213,27179.07965
DE,Bifacial,2043,2.714049745,3939.955973,3013.201638,34393.20659
DE,Bifacial,2044,2.714049745,3942.670022,2867.920882,42026.5006
DE,Bifacial,2045,432.5805616,4375.250584,3152.992785,49748.63181
DE,Bifacial,2046,432.5805616,4807.831146,3437.079561,57436.54107
DE,Bifacial,2047,523.4558273,5331.286973,3806.96848,65319.77515
DE,Bifacial,2048,523.4558273,5854.7428,4155.803383,74290.14012
DE,Bifacial,2049,2439.403243,8294.146043,6410.969791,84123.67098
DE,Bifacial,2050,2439.403243,10733.54929,8624.614843,95816.13994
FL,Bifacial,2018,1897.690025,1897.690025,1908.003558,0
FL,Bifacial,2019,181.6786603,2079.368685,2080.314928,1.89E-06
FL,Bifacial,2020,181.6786603,2261.047346,2256.251334,0.00030124
FL,Bifacial,2021,3988.252202,6249.299548,6256.472574,0.006118311
FL,Bifacial,2022,3988.252202,10237.55175,10237.19498,0.054033401
FL,Bifacial,2023,1328.89102,11566.44277,11526.49813,0.300389633
FL,Bifacial,2024,1328.89102,12895.33379,12808.43938,1.240022466
FL,Bifacial,2025,554.0181007,13449.35189,13305.5891,4.156363926
FL,Bifacial,2026,554.0181007,14003.36999,13799.78011,11.94231264
FL,Bifacial,2027,924.1198291,14927.48982,14663.02546,30.47696239
FL,Bifacial,2028,924.1198291,15851.60965,15521.76881,70.79701718
FL,Bifacial,2029,1074.53311,16926.14276,16526.53038,152.3612992
FL,Bifacial,2030,1074.53311,18000.67587,17525.03022,307.7637977
FL,Bifacial,2031,8241.850959,26242.52683,25714.22259,589.2846499
FL,Bifacial,2032,8241.850959,34484.37779,33863.93307,1077.636769
FL,Bifacial,2033,9773.718777,44258.09656,43505.4007,1893.090149
FL,Bifacial,2034,9773.718777,54031.81534,53090.93348,3208.706396
FL,Bifacial,2035,5494.713066,59526.52841,58318.45875,5264.504869
FL,Bifacial,2036,5494.713066,65021.24147,63497.56772,8379.794014
FL,Bifacial,2037,642.5481503,65663.78962,63752.56571,12958.52295
FL,Bifacial,2038,642.5481503,66306.33777,63967.83701,19479.64994
FL,Bifacial,2039,593.9799997,66900.31777,64089.84528,28462.53063
FL,Bifacial,2040,593.9799997,67494.29777,64159.16736,40399.3663
FL,Bifacial,2041,389.4869997,67883.78477,63964.32768,55658.00824
FL,Bifacial,2042,389.4869997,68273.27177,63709.17808,74383.68717
FL,Bifacial,2043,2788.57153,71061.8433,65804.84538,96464.03661
FL,Bifacial,2044,2788.57153,73850.41483,67837.21956,121643.4544
FL,Bifacial,2045,3298.372607,77148.78744,70317.58385,149830.5484
FL,Bifacial,2046,3298.372607,80447.16005,72724.10277,181497.1521
FL,Bifacial,2047,979.6194192,81426.77947,72707.52258,217878.7373
FL,Bifacial,2048,979.6194192,82406.39888,72562.33171,261548.8416
FL,Bifacial,2049,7229.998376,89636.39726,78586.77495,311386.8121
FL,Bifacial,2050,7229.998376,96866.39564,84453.5748,369103.6384
GA,Bifacial,2018,1230.519245,1230.519245,1237.20685,0
GA,Bifacial,2019,10.83580009,1241.355045,1241.411482,1.23E-06
GA,Bifacial,2020,10.83580009,1252.190845,1248.552787,0.000195229
GA,Bifacial,2021,592.8795057,1845.070351,1840.503171,0.003950662
GA,Bifacial,2022,592.8795057,2437.949857,2429.563918,0.034700215
GA,Bifacial,2023,7.65765,2445.607507,2427.769594,0.191819302
GA,Bifacial,2024,7.65765,2453.265157,2425.768587,0.787580508
GA,Bifacial,2025,12.19579966,2465.460956,2428.306157,2.626367375
GA,Bifacial,2026,12.19579966,2477.656756,2430.770727,7.508343638
GA,Bifacial,2027,18.13645026,2495.793206,2439.061697,19.06248723
GA,Bifacial,2028,18.13645026,2513.929656,2447.065216,44.03742331
GA,Bifacial,2029,793.2722137,3307.20187,3233.060511,94.20021189
GA,Bifacial,2030,793.2722137,4100.474084,4014.83116,189.0067948
GA,Bifacial,2031,3102.448757,7202.922841,7110.387076,359.1993746
GA,Bifacial,2032,3102.448757,10305.3716,10189.95063,651.4283592
GA,Bifacial,2033,19.01535026,10324.38695,10154.26221,1133.840579
GA,Bifacial,2034,19.01535026,10343.4023,10111.29831,1902.241235
GA,Bifacial,2035,120.2422959,10463.64459,10162.85401,3085.81057
GA,Bifacial,2036,120.2422959,10583.88689,10203.98858,4850.311542
GA,Bifacial,2037,3608.579181,14192.46607,13734.01664,7395.207621
GA,Bifacial,2038,3608.579181,17801.04525,17231.85424,10939.34608
GA,Bifacial,2039,3792.984561,21594.02981,20876.30816,15688.74365
GA,Bifacial,2040,3792.984561,25387.01437,24479.2967,21781.58864
GA,Bifacial,2041,2898.247391,28285.26177,27142.61223,29213.16256
GA,Bifacial,2042,2898.247391,31183.50916,29772.45845,37760.01699
GA,Bifacial,2043,3180.914773,34364.42393,32661.89338,46946.18345
GA,Bifacial,2044,3180.914773,37545.3387,35537.47928,56108.97978
GA,Bifacial,2045,49.10365026,37594.44235,35265.68771,64597.29346
GA,Bifacial,2046,49.10365026,37643.546,35009.8321,72048.03764
GA,Bifacial,2047,59.43029983,37702.9763,34781.20857,78575.60068
GA,Bifacial,2048,59.43029983,37762.4066,34550.64381,85276.88904
GA,Bifacial,2049,67.52485009,37829.93145,34343.47464,91143.12817
GA,Bifacial,2050,67.52485009,37897.4563,34123.90288,97810.98264
IA,Bifacial,2018,66.32788051,66.32788051,66.68835812,0
IA,Bifacial,2019,26.07884983,92.40673034,92.54255768,6.60E-08
IA,Bifacial,2020,26.07884983,118.4855802,118.4153643,1.05E-05
IA,Bifacial,2021,27.44394983,145.92953,145.5852622,0.000216915
IA,Bifacial,2022,27.44394983,173.3734798,172.620115,0.001950661
IA,Bifacial,2023,35.84110068,209.2145805,207.9555699,0.011044812
IA,Bifacial,2024,35.84110068,245.0556812,243.1167372,0.046357443
IA,Bifacial,2025,75.28109958,320.3367808,317.7173632,0.157637273
IA,Bifacial,2026,75.28109958,395.6178804,391.960694,0.458457119
IA,Bifacial,2027,1212.836235,1608.454115,1608.38273,1.181642641
IA,Bifacial,2028,1212.836235,2821.29035,2819.376609,2.766438057
IA,Bifacial,2029,112.7643997,2934.05475,2919.454187,5.988450524
IA,Bifacial,2030,112.7643997,3046.81915,3018.252592,12.14485402
IA,Bifacial,2031,1256.531239,4303.350389,4265.123102,23.30759129
IA,Bifacial,2032,1256.531239,5559.881628,5506.438291,42.65468363
IA,Bifacial,2033,136.6009503,5696.482578,5616.652965,74.8810762
IA,Bifacial,2034,136.6009503,5833.083528,5725.104555,126.6704244
IA,Bifacial,2035,122.5071006,5955.590629,5818.350508,207.1701097
IA,Bifacial,2036,122.5071006,6078.09773,5910.397564,328.3444397
IA,Bifacial,2037,206.4794497,6284.577179,6085.324705,504.9798892
IA,Bifacial,2038,206.4794497,6491.056629,6258.172388,753.9922642
IA,Bifacial,2039,1063.865844,7554.922473,7289.498569,1092.591082
IA,Bifacial,2040,1063.865844,8618.788317,8314.606771,1534.919077
IA,Bifacial,2041,177.4842507,8796.272568,8442.654421,2087.223518
IA,Bifacial,2042,177.4842507,8973.756818,8567.443384,2742.659356
IA,Bifacial,2043,1632.487899,10606.24472,10151.11506,3478.410214
IA,Bifacial,2044,1632.487899,12238.73262,11727.43886,4259.060033
IA,Bifacial,2045,177.6729496,12416.40557,11834.99309,5049.081743
IA,Bifacial,2046,177.6729496,12594.07852,11940.68037,5832.072446
IA,Bifacial,2047,173.8420003,12767.92052,12041.74171,6626.607065
IA,Bifacial,2048,173.8420003,12941.76252,12140.59232,7516.987989
IA,Bifacial,2049,180.7839498,13122.54647,12244.31223,8496.441806
IA,Bifacial,2050,180.7839498,13303.33042,12344.3097,9659.775842
ID,Bifacial,2018,358.9928248,358.9928248,360.9438728,0
ID,Bifacial,2019,10.86130034,369.8541251,369.9106944,3.57E-07
ID,Bifacial,2020,10.86130034,380.7154255,379.6920751,5.70E-05
ID,Bifacial,2021,8.806850085,389.5222756,387.3810928,0.001153767
ID,Bifacial,2022,8.806850085,398.3291257,395.0295352,0.010147706
ID,Bifacial,2023,4.69114932,403.020275,398.5024287,0.05617431
ID,Bifacial,2024,4.69114932,407.7114243,401.9520675,0.230940553
ID,Bifacial,2025,6.509300765,414.2207251,407.2019618,0.770965766
ID,Bifacial,2026,6.509300765,420.7300258,412.4080956,2.205920804
ID,Bifacial,2027,1826.12014,2246.850166,2245.163391,5.603602184
ID,Bifacial,2028,1826.12014,4072.970306,4069.752882,12.94842441
ID,Bifacial,2029,10.57400009,4083.544306,4061.682477,27.69579427
ID,Bifacial,2030,10.57400009,4094.118306,4052.217522,55.54742402
ID,Bifacial,2031,8.59520068,4102.713507,4040.415447,105.4884382
ID,Bifacial,2032,8.59520068,4111.308707,4028.032721,191.1079696
ID,Bifacial,2033,7.557349745,4118.866057,4013.682036,332.1763222
ID,Bifacial,2034,7.557349745,4126.423407,3997.927741,556.3500652
ID,Bifacial,2035,6.562850085,4132.986257,3979.12908,900.6880057
ID,Bifacial,2036,6.562850085,4139.549107,3957.475549,1412.348682
ID,Bifacial,2037,6.924949405,4146.474056,3932.371463,2147.387945
ID,Bifacial,2038,6.924949405,4153.399006,3902.42967,3166.050337
ID,Bifacial,2039,7.616000425,4161.015006,3867.438277,4522.61471
ID,Bifacial,2040,7.616000425,4168.631007,3826.207449,6248.321728
ID,Bifacial,2041,4.59850017,4173.229507,3776.023212,8328.167236
ID,Bifacial,2042,4.59850017,4177.828007,3721.450509,10677.3097
ID,Bifacial,2043,6.028200255,4183.856207,3666.83146,13129.89804
ID,Bifacial,2044,6.028200255,4189.884408,3614.666991,15457.77406
ID,Bifacial,2045,1677.068955,5866.953363,5246.697686,17429.66916
ID,Bifacial,2046,1677.068955,7544.022318,6880.856822,18896.26145
ID,Bifacial,2047,5.448500255,7549.470818,6837.204585,19853.84079
ID,Bifacial,2048,5.448500255,7554.919318,6795.638405,20604.17713
ID,Bifacial,2049,5.81739983,7560.736718,6762.800654,20872.81038
ID,Bifacial,2050,5.81739983,7566.554118,6729.19061,21194.64609
IL,Bifacial,2018,98.45303475,98.45303475,98.98810559,0
IL,Bifacial,2019,1016.225593,1114.678628,1119.971469,9.80E-08
IL,Bifacial,2020,1016.225593,2130.904221,2135.626618,1.66E-05
IL,Bifacial,2021,44.06909975,2174.973321,2171.545712,0.000473988
IL,Bifacial,2022,44.06909975,2219.04242,2207.19584,0.00597189
IL,Bifacial,2023,556.3728248,2775.415245,2757.322514,0.043437024
IL,Bifacial,2024,556.3728248,3331.78807,3304.873213,0.218543996
IL,Bifacial,2025,81.51160017,3413.29967,3372.686476,0.850250158
IL,Bifacial,2026,81.51160017,3494.81127,3439.900784,2.741809008
IL,Bifacial,2027,213.5164297,3708.3277,3639.30223,7.667622284
IL,Bifacial,2028,213.5164297,3921.84413,3837.65698,19.17867931
IL,Bifacial,2029,556.4943401,4478.33847,4379.23564,43.85444005
IL,Bifacial,2030,556.4943401,5034.83281,4917.877147,93.15347063
IL,Bifacial,2031,331.09285,5365.92566,5226.66012,186.032886
IL,Bifacial,2032,331.09285,5697.01851,5532.392457,352.5044908
IL,Bifacial,2033,284.7227994,5981.741309,5787.861308,638.2475206
IL,Bifacial,2034,284.7227994,6266.464109,6038.643762,1110.257742
IL,Bifacial,2035,309.6601003,6576.124209,6308.145068,1863.205705
IL,Bifacial,2036,309.6601003,6885.784309,6568.957615,3025.598827
IL,Bifacial,2037,373.9396495,7259.723959,6882.694061,4763.881725
IL,Bifacial,2038,373.9396495,7633.663608,7181.005682,7281.231312
IL,Bifacial,2039,377.7782494,8011.441858,7463.750233,10806.24308
IL,Bifacial,2040,377.7782494,8389.220107,7723.196904,15565.81519
IL,Bifacial,2041,227.8110502,8617.031157,7805.816165,21738.18789
IL,Bifacial,2042,227.8110502,8844.842207,7861.891919,29389.13799
IL,Bifacial,2043,2093.99965,10938.84186,9767.538799,38408.95916
IL,Bifacial,2044,2093.99965,13032.84151,11647.09911,48487.02695
IL,Bifacial,2045,199.8477499,13232.68926,11605.23038,59169.70439
IL,Bifacial,2046,199.8477499,13432.53701,11559.27247,70020.05019
IL,Bifacial,2047,21.68519975,13454.22221,11336.08776,80820.1842
IL,Bifacial,2048,21.68519975,13475.90741,11112.7407,91718.75412
IL,Bifacial,2049,27.40060042,13503.30801,10884.06253,103350.9641
IL,Bifacial,2050,27.40060042,13530.70861,10661.78835,114707.1405
IN,Bifacial,2018,273.8382947,273.8382947,275.3265463,0
IN,Bifacial,2019,15.71310043,289.5513951,289.6332342,2.73E-07
IN,Bifacial,2020,15.71310043,305.2644956,304.5205655,4.35E-05
IN,Bifacial,2021,22.30484949,327.569345,325.9883723,0.000881244
IN,Bifacial,2022,22.30484949,349.8741945,347.3486,0.007764008
IN,Bifacial,2023,8.186350425,358.060545,354.4168647,0.043055061
IN,Bifacial,2024,8.186350425,366.2468954,361.4415476,0.177299156
IN,Bifacial,2025,12.92509966,379.171995,373.184345,0.592782784
IN,Bifacial,2026,12.92509966,392.0970947,384.8565742,1.69840801
IN,Bifacial,2027,575.9719003,968.068995,961.9642445,4.319750224
IN,Bifacial,2028,575.9719003,1544.040895,1536.461132,9.993233967
IN,Bifacial,2029,3576.135725,5120.17662,5121.137898,21.39781385
IN,Bifacial,2030,3576.135725,8696.312345,8689.696522,42.95991868
IN,Bifacial,2031,8016.675233,16712.98758,16699.63466,81.66454506
IN,Bifacial,2032,8016.675233,24729.66281,24672.24076,148.091049
IN,Bifacial,2033,48.76194983,24778.42476,24602.62656,257.6551609
IN,Bifacial,2034,48.76194983,24827.18671,24526.07036,431.96072
IN,Bifacial,2035,54.76295,24881.94966,24454.2646,700.0194604
IN,Bifacial,2036,54.76295,24936.71261,24380.51713,1098.855801
IN,Bifacial,2037,59.30535017,24996.01796,24308.62511,1672.663041
IN,Bifacial,2038,59.30535017,25055.32331,24233.19431,2469.268222
IN,Bifacial,2039,12369.82393,37425.14724,36514.72498,3532.397898
IN,Bifacial,2040,12369.82393,49794.97117,48740.65632,4888.585228
IN,Bifacial,2041,60.97815026,49855.94932,48541.33106,6529.285728
IN,Bifacial,2042,60.97815026,49916.92747,48327.89402,8392.593703
IN,Bifacial,2043,2296.02603,52212.9535,50357.97257,10354.42216
IN,Bifacial,2044,2296.02603,54508.97953,52381.29247,12242.67634
IN,Bifacial,2045,74.48890026,54583.46843,52168.25669,13882.8062
IN,Bifacial,2046,74.48890026,54657.95733,51960.29361,15163.7044
IN,Bifacial,2047,173.0749594,54831.03229,51858.44341,16087.54778
IN,Bifacial,2048,173.0749594,55004.10725,51759.20805,16892.38746
IN,Bifacial,2049,83.18950068,55087.29675,51575.52541,17382.33169
