year,mat_virgin_eff,mat_massperm2,mat_MFG_eff,mat_MFG_scrap_Recycled,mat_MFG_scrap_Recycling_eff,mat_MFG_scrap_Recycled_into_HQ,mat_MFG_scrap_Recycled_into_HQ_Reused4MFG,mat_EOL_collected_Recycled,mat_EOL_Recycling_eff,mat_EOL_Recycled_into_HQ,mat_EOL_RecycledHQ_Reused4MFG
year,%,g,%,%,%,%,%,%,%,%,%
2009,100,5.376,90,0,0,0,0,0,0,0,0
2010,100,5.376,90,0,0,0,0,0,0,0,0
2011,100,5.376,90,0,0,0,0,0,0,0,0
2012,100,5.376,90,0,0,0,0,0,0,0,0
2013,100,5.376,90,0,0,0,0,0,0,0,0
2014,100,5.376,90,0,0,0,0,0,0,0,0
2015,100,5.78816,90,0,0,0,0,0,0,0,0
2016,100,6.20032,90,0,0,0,0,0,0,0,0
2017,100,7.20384,90,0,0,0,0,0,0,0,0
2018,100,7.45472,90,0,0,0,0,0,0,0,0
2019,100,8.26112,90,0,0,0,0,0,0,0,0
2020,100,8.22528,90,0,0,0,0,0,0,0,0
2021,100,8.27008,90,0,0,0,0,0,0,0,0
2022,100,8.31488,90,0,0,0,0,0,0,0,0
2023,100,8.38656,90,0,0,0,0,0,0,0,0
2024,100,8.45824,90,0,0,0,0,0,0,0,0
2025,100,8.195413333,90,0,0,0,0,0,0,0,0
2026,100,7.932586667,90,0,0,0,0,0,0,0,0
2027,100,7.66976,90,0,0,0,0,0,0,0,0
2028,100,7.394986667,90,0,0,0,0,0,0,0,0
2029,100,7.120213333,90,0,0,0,0,0,0,0,0
2030,100,6.84544,90,0,0,0,0,0,0,0,0
2031,100,6.84544,90,0,0,0,0,0,0,0,0
2032,100,6.84544,90,0,0,0,0,0,0,0,0
2033,100,6.84544,90,0,0,0,0,0,0,0,0
2034,100,6.84544,90,0,0,0,0,0,0,0,0
2035,100,6.84544,90,0,0,0,0,0,0,0,0
2036,100,6.84544,90,0,0,0,0,0,0,0,0
2037,100,6.84544,90,0,0,0,0,0,0,0,0
2038,100,6.84544,90,0,0,0,0,0,0,0,0
2039,100,6.84544,90,0,0,0,0,0,0,0,0
2040,100,6.84544,90,0,0,0,0,0,0,0,0
2041,100,6.84544,90,0,0,0,0,0,0,0,0
2042,100,6.84544,90,0,0,0,0,0,0,0,0
2043,100,6.84544,90,0,0,0,0,0,0,0,0
2044,100,6.84544,90,0,0,0,0,0,0,0,0
2045,100,6.84544,90,0,0,0,0,0,0,0,0
2046,100,6.84544,90,0,0,0,0,0,0,0,0
2047,100,6.84544,90,0,0,0,0,0,0,0,0
2048,100,6.84544,90,0,0,0,0,0,0,0,0
2049,100,6.84544,90,0,0,0,0,0,0,0,0
2050,100,6.84544,90,0,0,0,0,0,0,0,0
